shipping_id,rating,feedback
144,1,The courier was rude and left the package at the wrong address.
22,2,The delivery was delayed without any explanation or updates.
2834,1,The courier was rude and left the package at the wrong address.
3168,2,"The tracking information was inaccurate, and the package arrived much later than expected."
2927,5,The package arrived well before the estimated delivery date. Excellent service!
1342,4,Fast and efficient delivery. The package was handled with care.
2916,1,The courier was rude and left the package at the wrong address.
1769,2,The delivery was delayed without any explanation or updates.
2953,1,"The tracking information was inaccurate, and the package arrived much later than expected."
2414,5,Fast and efficient delivery. The package was handled with care.
956,1,The courier was rude and left the package at the wrong address.
4052,2,The courier was rude and left the package at the wrong address.
1452,4,Fast and efficient delivery. The package was handled with care.
230,2,The package arrived late and was slightly damaged. Not happy with the service.
4362,1,The package arrived damaged due to poor packaging. Very disappointed.
3071,3,"The delivery was neither too fast nor too slow; overall, a satisfactory experience."
4203,2,The courier was rude and left the package at the wrong address.
3243,3,"The package arrived slightly late, but the product was in good condition."
3439,5,"The delivery process was seamless, and the package arrived without any issues."
886,3,"It was an average experience; nothing stood out, but no issues either."
1260,1,The package arrived late and was slightly damaged. Not happy with the service.
3946,3,"It was an average experience; nothing stood out, but no issues either."
4100,3,"The delivery was on time, but the packaging could have been better protected."
4242,2,The courier was rude and left the package at the wrong address.
3599,5,The package arrived well before the estimated delivery date. Excellent service!
198,2,"The tracking information was inaccurate, and the package arrived much later than expected."
2562,3,"The delivery was okay, but I wish there were more updates on the tracking information."
70,1,The package arrived damaged due to poor packaging. Very disappointed.
3751,2,The package arrived damaged due to poor packaging. Very disappointed.
2267,2,The delivery was delayed without any explanation or updates.
4669,3,"The delivery was neither too fast nor too slow; overall, a satisfactory experience."
2045,5,Fast and efficient delivery. The package was handled with care.
229,3,"The delivery was neither too fast nor too slow; overall, a satisfactory experience."
